District,S.No.,Parameters,Type,April,May,June,July,August,September,October,November,December,January,February,March,Total
KOZHIKKODE,16.1.4,Stock position of DT vaccines,3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.1.4,Stock position of DT vaccines,4. Stock Distributed,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.1.4,Stock position of DT vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
KOZHIKKODE,16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,5560,9760,11960,4050,4070,4170,2390,3080,NA,1080,1440,1520,49080
KOZHIKKODE,16.1.5,Stock position of BCG vaccines,2. Stocks Received,10000,10000,0,5000,5000,5000,5000,5000,NA,5000,5000,5520,60520
KOZHIKKODE,16.1.5,Stock position of BCG vaccines,3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,0,0
KOZHIKKODE,16.1.5,Stock position of BCG vaccines,4. Stock Distributed,5800,7800,7910,4980,4900,6780,4310,6610,NA,4640,4920,5250,63900
KOZHIKKODE,16.1.5,Stock position of BCG vaccines,5. Total Stock,9760,11960,4050,4070,4170,2390,3080,1470,0,1440,1520,1790,45700
KOZHIKKODE,16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,775,3075,75,11475,6125,2575,1195,295,NA,415,4715,2365,33085
KOZHIKKODE,16.1.6,Stock position of Measles vaccines,2. Stocks Received,10000,2000,18500,0,2500,3250,2500,10000,NA,10000,4000,8000,70750
KOZHIKKODE,16.1.6,Stock position of Measles vaccines,3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,0,0
KOZHIKKODE,16.1.6,Stock position of Measles vaccines,4. Stock Distributed,7700,5000,7100,5350,6050,4630,3400,6800,NA,5700,6350,5115,63195
KOZHIKKODE,16.1.6,Stock position of Measles vaccines,5. Total Stock,3075,75,11475,6125,2575,1195,295,3495,0,4715,2365,5250,40640
KOZHIKKODE,16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.1.7,Stock position of JE vaccines,2. Stocks Received,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.1.7,Stock position of JE vaccines,3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.1.7,Stock position of JE vaccines,4. Stock Distributed,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.1.7,Stock position of JE vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
KOZHIKKODE,16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,5020,1920,4820,2320,660,510,890,790,NA,0,0,0,16930
KOZHIKKODE,16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,0,6000,0,0,1800,1200,1200,50,NA,0,0,5000,15250
KOZHIKKODE,16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,0,0
KOZHIKKODE,16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,3100,3100,2500,1660,1950,820,1300,820,NA,0,0,4850,20100
KOZHIKKODE,16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,1920,4820,2320,660,510,890,790,20,0,0,0,150,12080
KOZHIKKODE,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,1050,6450,6000,5800,5350,4950,4350,4250,NA,3650,1900,1050,44800
KOZHIKKODE,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,6000,0,0,0,0,0,0,0,NA,0,0,0,6000
KOZHIKKODE,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,350,350
KOZHIKKODE,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),4. Stock Distributed,600,450,200,450,400,600,100,200,NA,1750,850,0,5600
KOZHIKKODE,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),5. Total Stock,6450,6000,5800,5350,4950,4350,4250,4050,0,1900,1050,700,44850
KOZHIKKODE,16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,78000,30000,0,0,0,0,0,0,NA,0,102000,0,210000
KOZHIKKODE,16.2.2,Stock Position of Condoms (to be used for Family Planning),2. Stocks Received,0,0,0,0,0,0,0,0,NA,210000,0,0,210000
KOZHIKKODE,16.2.2,Stock Position of Condoms (to be used for Family Planning),3. Unusable Stock,0,6000,0,0,0,0,0,0,NA,0,0,0,6000
KOZHIKKODE,16.2.2,Stock Position of Condoms (to be used for Family Planning),4. Stock Distributed,48000,36000,0,0,0,0,0,0,NA,108000,102000,0,294000
KOZHIKKODE,16.2.2,Stock Position of Condoms (to be used for Family Planning),5. Total Stock,30000,-12000,0,0,0,0,0,0,0,102000,0,0,120000
KOZHIKKODE,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,0,0,0,0,0,0,0,0,NA,647,647,647,1941
KOZHIKKODE,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),2. Stocks Received,0,0,0,0,0,0,0,5765,NA,0,6000,0,11765
KOZHIKKODE,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,0,0
KOZHIKKODE,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),4. Stock Distributed,0,0,0,0,0,0,0,3718,NA,0,6000,0,9718
KOZHIKKODE,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),5. Total Stock,0,0,0,0,0,0,0,2047,0,647,647,647,3988
KOZHIKKODE,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,0,6000,150,150,150,150,50,50,NA,0,0,0,6700
KOZHIKKODE,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),2. Stocks Received,600,0,0,0,0,0,0,0,NA,0,3000,0,3600
KOZHIKKODE,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,0,0
KOZHIKKODE,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),4. Stock Distributed,0,5850,0,0,0,100,0,50,NA,0,3000,0,9000
KOZHIKKODE,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),5. Total Stock,600,150,150,150,150,50,50,0,0,0,0,0,1300
KOZHIKKODE,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,100,2075,850,250,50,20,1000,300,NA,375,375,75,5470
KOZHIKKODE,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),2. Stocks Received,2000,0,0,0,0,1000,0,100,NA,0,0,0,3100
KOZHIKKODE,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,0,0
KOZHIKKODE,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),4. Stock Distributed,25,1225,600,200,30,20,700,25,NA,0,300,0,3125
KOZHIKKODE,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),5. Total Stock,2075,850,250,50,20,1000,300,375,0,375,75,75,5445
KOZHIKKODE,16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.01,Stock Position of Oxytocin Injection,2. Stocks Received,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.01,Stock Position of Oxytocin Injection,3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.01,Stock Position of Oxytocin Injection,4. Stock Distributed,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.01,Stock Position of Oxytocin Injection,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
KOZHIKKODE,16.3.02,Stock Position of Gloves,1. Balance From Previous Month,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.02,Stock Position of Gloves,2. Stocks Received,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.02,Stock Position of Gloves,3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.02,Stock Position of Gloves,4. Stock Distributed,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.02,Stock Position of Gloves,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
KOZHIKKODE,16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.03,Stock Position of MVA Syringes,2. Stocks Received,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.03,Stock Position of MVA Syringes,3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.03,Stock Position of MVA Syringes,4. Stock Distributed,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.03,Stock Position of MVA Syringes,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
KOZHIKKODE,16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.04,Stock Position of Fluconazole Tablets,2. Stocks Received,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.04,Stock Position of Fluconazole Tablets,3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.04,Stock Position of Fluconazole Tablets,4. Stock Distributed,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.04,Stock Position of Fluconazole Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
KOZHIKKODE,16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.05,Stock Position of Blood Transfusion Sets,2. Stocks Received,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.05,Stock Position of Blood Transfusion Sets,3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.05,Stock Position of Blood Transfusion Sets,4. Stock Distributed,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.05,Stock Position of Blood Transfusion Sets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
KOZHIKKODE,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,2. Stocks Received,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,4. Stock Distributed,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
KOZHIKKODE,16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.07,Stock Position of IFA Tablets,2. Stocks Received,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.07,Stock Position of IFA Tablets,3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.07,Stock Position of IFA Tablets,4. Stock Distributed,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.07,Stock Position of IFA Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
KOZHIKKODE,16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.08,Stock Position of IFA Syrup (Paediatric),2. Stocks Received,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.08,Stock Position of IFA Syrup (Paediatric),3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.08,Stock Position of IFA Syrup (Paediatric),4. Stock Distributed,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.08,Stock Position of IFA Syrup (Paediatric),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
KOZHIKKODE,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),2. Stocks Received,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),4. Stock Distributed,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
KOZHIKKODE,16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.10,Stock Position of Vitamin A solution,2. Stocks Received,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.10,Stock Position of Vitamin A solution,3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.10,Stock Position of Vitamin A solution,4. Stock Distributed,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.10,Stock Position of Vitamin A solution,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
KOZHIKKODE,16.3.11,Stock of ORS (New WHO formulation),1. Balance From Previous Month,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.11,Stock of ORS (New WHO formulation),2. Stocks Received,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.11,Stock of ORS (New WHO formulation),3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.11,Stock of ORS (New WHO formulation),4. Stock Distributed,0,0,0,0,0,0,0,0,NA,0,0,NA,0
KOZHIKKODE,16.3.11,Stock of ORS (New WHO formulation),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
KOZHIKKODE,16.4.1,Stock Position of 0.1 ml Syringes(AD),1. Balance From Previous Month,14000,9800,4800,1800,1900,1700,3200,3700,NA,5000,200,0,46100
KOZHIKKODE,16.4.1,Stock Position of 0.1 ml Syringes(AD),2. Stocks Received,0,0,0,6600,0,6600,1900,3000,NA,0,3000,3300,24400
KOZHIKKODE,16.4.1,Stock Position of 0.1 ml Syringes(AD),3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,0,0
KOZHIKKODE,16.4.1,Stock Position of 0.1 ml Syringes(AD),4. Stock Distributed,4200,5000,3000,6500,200,5100,1400,2600,NA,4800,3200,1800,37800
KOZHIKKODE,16.4.1,Stock Position of 0.1 ml Syringes(AD),5. Total Stock,9800,4800,1800,1900,1700,3200,3700,4100,0,200,0,1500,32700
KOZHIKKODE,16.4.2,Stock Position of 0.5 ml Syringes(AD),1. Balance From Previous Month,22100,4100,10100,1300,300,11300,12300,25700,NA,11300,3300,4700,106500
KOZHIKKODE,16.4.2,Stock Position of 0.5 ml Syringes(AD),2. Stocks Received,20000,4000,7800,48000,48000,31200,48000,24000,NA,16800,24000,72000,343800
KOZHIKKODE,16.4.2,Stock Position of 0.5 ml Syringes(AD),3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,0,0
KOZHIKKODE,16.4.2,Stock Position of 0.5 ml Syringes(AD),4. Stock Distributed,38000,34000,16600,49000,37000,30200,34600,38400,NA,24800,22600,50400,375600
KOZHIKKODE,16.4.2,Stock Position of 0.5 ml Syringes(AD),5. Total Stock,4100,-25900,1300,300,11300,12300,25700,11300,0,3300,4700,26300,74700
KOZHIKKODE,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),1. Balance From Previous Month,2800,0,1600,4600,500,900,6300,3500,NA,4900,3600,1800,30500
KOZHIKKODE,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),2. Stocks Received,0,4800,4800,4800,2400,8600,0,6000,NA,0,2400,2400,36200
KOZHIKKODE,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),3. Unusable Stock,0,0,0,0,0,0,0,0,NA,0,0,0,0
KOZHIKKODE,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),4. Stock Distributed,2800,3200,1800,8900,900,3200,2800,3400,NA,1300,4200,1200,33700
KOZHIKKODE,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),5. Total Stock,0,1600,4600,500,2000,6300,3500,6100,0,3600,1800,3000,33000
KOZHIKKODE,17.1,Number of cases of Infant deaths within 24 hrs of birth,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.2.1,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Sepsis,1. Up to 1 Weeks of Birth,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2
KOZHIKKODE,17.2.1,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Sepsis,2. Between 1 week & 4 weeks of birth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.2.1,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Sepsis,3. Total,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2
KOZHIKKODE,17.2.2,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Asphyxia,1. Up to 1 Weeks of Birth,NA,NA,NA,NA,1,2,2,NA,NA,3,NA,NA,8
KOZHIKKODE,17.2.2,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Asphyxia,2. Between 1 week & 4 weeks of birth,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,4
KOZHIKKODE,17.2.2,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Asphyxia,3. Total,NA,NA,NA,NA,1,3,4,NA,NA,4,NA,NA,12
KOZHIKKODE,17.2.3,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being LBW,1. Up to 1 Weeks of Birth,NA,NA,NA,NA,5,4,2,NA,NA,9,NA,NA,20
KOZHIKKODE,17.2.3,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being LBW,2. Between 1 week & 4 weeks of birth,NA,NA,NA,NA,8,NA,1,NA,NA,3,NA,NA,12
KOZHIKKODE,17.2.3,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being LBW,3. Total,NA,NA,NA,NA,13,4,3,NA,NA,12,NA,NA,32
KOZHIKKODE,17.2.4,"Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being other than Sepsis, Asphyxia and LBW",1. Up to 1 Weeks of Birth,NA,NA,NA,NA,2,12,3,NA,NA,7,NA,1,25
KOZHIKKODE,17.2.4,"Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being other than Sepsis, Asphyxia and LBW",2. Between 1 week & 4 weeks of birth,NA,NA,NA,NA,7,2,2,NA,NA,1,NA,NA,12
KOZHIKKODE,17.2.4,"Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being other than Sepsis, Asphyxia and LBW",3. Total,NA,NA,NA,NA,9,14,5,NA,NA,8,NA,1,37
KOZHIKKODE,17.3.1,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Pneumonia,1. Between 1 month and 11 months,NA,NA,NA,NA,2,2,2,NA,NA,4,NA,NA,10
KOZHIKKODE,17.3.1,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Pneumonia,2. Between 1 year & 5 years,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,5
KOZHIKKODE,17.3.1,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Pneumonia,3. Total,NA,NA,NA,NA,2,3,2,NA,NA,8,NA,NA,15
KOZHIKKODE,17.3.2,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Diarrhoea,1. Between 1 month and 11 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.3.2,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Diarrhoea,2. Between 1 year & 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.3.2,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Diarrhoea,3. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.3.3,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Fever related,1. Between 1 month and 11 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.3.3,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Fever related,2. Between 1 year & 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.3.3,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Fever related,3. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.3.4,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Measles,1. Between 1 month and 11 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.3.4,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Measles,2. Between 1 year & 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.3.4,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Measles,3. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.3.5,"Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being other than Pneumonia, Diarrhoea, Fever related and Measles",1. Between 1 month and 11 months,NA,NA,NA,NA,11,7,2,1,NA,7,1,1,30
KOZHIKKODE,17.3.5,"Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being other than Pneumonia, Diarrhoea, Fever related and Measles",2. Between 1 year & 5 years,NA,NA,NA,NA,3,1,NA,NA,NA,5,NA,NA,9
KOZHIKKODE,17.3.5,"Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being other than Pneumonia, Diarrhoea, Fever related and Measles",3. Total,NA,NA,NA,NA,14,8,2,1,NA,12,1,1,39
KOZHIKKODE,17.4.1,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Diarrhoeal diseases,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.4.1,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Diarrhoeal diseases,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.4.1,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Diarrhoeal diseases,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.4.1,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Diarrhoeal diseases,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
KOZHIKKODE,17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
KOZHIKKODE,17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,3. Above 55 yrs.,1,1,1,1,NA,1,NA,6,2,2,NA,NA,15
KOZHIKKODE,17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,4. Total,1,1,1,1,NA,1,NA,6,2,3,NA,2,18
KOZHIKKODE,17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
KOZHIKKODE,17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,4. Total,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
KOZHIKKODE,17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOZHIKKODE,17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
