District,S.No.,Parameters,Type,April,May,June,July,August,September,October,November,December,January,February,March,Total
Jamui,14.14.a,Number of patients given AYUSH treatment,TOTAL,8723,8116,9018,5789,5837,6912,5507,5047,5869,6378,7660,6465,81321
Jamui,14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,692,855,830,1119,1257,1296,1308,776,874,747,772,790,11316
Jamui,14.14.c,Number of Adolescents counselled,TOTAL,179,68,196,228,198,240,245,235,231,348,346,358,2872
Jamui,15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,2187,1733,1511,2300,2677,3077,3154,2595,2722,2903,3139,2721,30719
Jamui,15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,30,13,14,43,34,48,53,64,65,59,67,50,540
Jamui,15.1.2.a,Number of HIV tests conducted on males,1. Number tested,134,32,304,212,216,86,430,373,437,432,454,358,3468
Jamui,15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,1,1,3,4,2,4,3,2,6,3,2,6,37
Jamui,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,103,62,129,179,120,72,248,201,339,322,563,232,2570
Jamui,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,2,0,3,4,3,3,2,4,5,3,3,3,35
Jamui,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,227,105,331,501,532,443,588,562,722,576,697,655,5939
Jamui,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,1,0,0,0,0,0,0,0,0,0,0,0,1
Jamui,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,464,199,764,892,868,601,1266,1136,1498,1330,1714,1245,11977
Jamui,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,4,1,6,8,5,7,5,6,11,6,5,9,73
Jamui,15.2,Number of Widal tests conducted,Number tested,22,8,8,32,0,127,106,42,132,0,0,0,477
Jamui,15.3.a,Number of VDRL tests conducted on males,Number tested,96,106,117,131,154,100,114,110,257,117,102,109,1513
Jamui,15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,222,247,203,240,257,205,220,229,257,286,269,449,3084
Jamui,15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,132,112,118,108,162,121,588,562,585,576,796,606,4466
Jamui,15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,450,465,438,479,573,426,922,901,1099,979,1167,1164,9063
Jamui,15.4.1,Number of blood smears examined for Malaria,TOTAL,388,445,236,424,726,735,549,608,336,312,294,378,5431
Jamui,15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,43,17,5,34,38,62,53,28,16,17,15,29,357
Jamui,15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,12,8,5,23,11,32,10,34,11,6,8,7,167
Jamui,16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,1350,NA,2900,2700,3450,2750,2650,2400,1750,900,450,0,21300
Jamui,16.1.1,Stock position of DPT vaccines,2. Stocks Received,1500,NA,0,0,0,0,0,0,0,0,0,500,2000
Jamui,16.1.1,Stock position of DPT vaccines,3. Unusable Stock,0,NA,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.1.1,Stock position of DPT vaccines,4. Stock Distributed,1150,NA,200,650,700,100,250,650,1200,450,450,500,6300
Jamui,16.1.1,Stock position of DPT vaccines,5. Total Stock,1700,0,2700,2050,2750,2650,2400,1750,550,450,0,0,17000
Jamui,16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,450,NA,1900,950,1900,750,912,2906,1922,522,544,580,13336
Jamui,16.1.1A,Stock Position of Pentavalent,2. Stocks Received,1400,NA,0,1800,0,1008,2880,0,0,1152,1440,1440,11120
Jamui,16.1.1A,Stock Position of Pentavalent,3. Unusable Stock,0,NA,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.1.1A,Stock Position of Pentavalent,4. Stock Distributed,1000,NA,950,850,1150,846,886,984,1400,1130,1404,1256,11856
Jamui,16.1.1A,Stock Position of Pentavalent,5. Total Stock,850,0,950,1900,750,912,2906,1922,522,544,580,764,12600
Jamui,16.1.2,Stock position of OPV vaccines,1. Balance From Previous Month,400,NA,175,900,1200,0,25,1325,125,0,0,25,4175
Jamui,16.1.2,Stock position of OPV vaccines,2. Stocks Received,1200,NA,1600,1550,0,1200,2500,0,1200,1200,1200,1000,12650
Jamui,16.1.2,Stock position of OPV vaccines,3. Unusable Stock,0,NA,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.1.2,Stock position of OPV vaccines,4. Stock Distributed,1600,NA,875,1250,1200,1175,1200,1200,1325,1200,1175,1025,13225
Jamui,16.1.2,Stock position of OPV vaccines,5. Total Stock,0,0,900,1200,0,25,1325,125,0,0,25,0,3600
Jamui,16.1.3,Stock position of TT vaccines,1. Balance From Previous Month,1500,NA,3650,3200,3900,2900,2200,2750,1750,500,1050,1450,24850
Jamui,16.1.3,Stock position of TT vaccines,2. Stocks Received,2000,NA,0,2250,0,0,1000,0,0,1000,1000,500,7750
Jamui,16.1.3,Stock position of TT vaccines,3. Unusable Stock,0,NA,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.1.3,Stock position of TT vaccines,4. Stock Distributed,1150,NA,450,1550,1000,700,550,1000,1250,450,600,900,9600
Jamui,16.1.3,Stock position of TT vaccines,5. Total Stock,2350,0,3200,3900,2900,2200,2650,1750,500,1050,1450,1050,23000
Jamui,16.1.4,Stock position of DT vaccines,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.1.4,Stock position of DT vaccines,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.1.4,Stock position of DT vaccines,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.1.4,Stock position of DT vaccines,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.1.4,Stock position of DT vaccines,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.1.5,Stock position of BCG vaccines,1. Balance From Previous Month,450,NA,1250,1650,1500,150,50,1800,650,600,200,0,8300
Jamui,16.1.5,Stock position of BCG vaccines,2. Stocks Received,900,NA,1300,1200,0,850,2600,0,1150,1000,1000,1000,11000
Jamui,16.1.5,Stock position of BCG vaccines,3. Unusable Stock,0,NA,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.1.5,Stock position of BCG vaccines,4. Stock Distributed,1150,NA,900,1350,1350,950,850,1150,1200,1400,1200,1000,12500
Jamui,16.1.5,Stock position of BCG vaccines,5. Total Stock,200,0,1650,1500,150,50,1800,650,600,200,0,0,6800
Jamui,16.1.6,Stock position of Measles vaccines,1. Balance From Previous Month,500,NA,350,1650,2350,150,200,3000,1200,550,750,1050,11750
Jamui,16.1.6,Stock position of Measles vaccines,2. Stocks Received,2250,NA,3000,3000,0,2250,4550,0,1500,1800,2250,1000,21600
Jamui,16.1.6,Stock position of Measles vaccines,3. Unusable Stock,0,NA,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.1.6,Stock position of Measles vaccines,4. Stock Distributed,1500,NA,1700,2300,2200,2200,1750,1800,2150,1600,1950,1850,21000
Jamui,16.1.6,Stock position of Measles vaccines,5. Total Stock,1250,0,1650,2350,150,200,3000,1200,550,750,1050,200,12350
Jamui,16.1.7,Stock position of JE vaccines,1. Balance From Previous Month,1020,NA,1740,3240,3590,1330,330,3230,1480,180,930,980,18050
Jamui,16.1.7,Stock position of JE vaccines,2. Stocks Received,2250,NA,3000,3000,0,1000,4550,0,900,2300,1900,1000,19900
Jamui,16.1.7,Stock position of JE vaccines,3. Unusable Stock,0,NA,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.1.7,Stock position of JE vaccines,4. Stock Distributed,2370,NA,1500,2650,2260,2000,1650,1750,2200,1550,1850,1960,21740
Jamui,16.1.7,Stock position of JE vaccines,5. Total Stock,900,0,3240,3590,1330,330,3230,1480,180,930,980,20,16210
Jamui,16.1.8,Stock position of Hepatitis B vaccines,1. Balance From Previous Month,1350,NA,3350,3100,3250,2550,2550,2350,2150,1900,1850,1650,26050
Jamui,16.1.8,Stock position of Hepatitis B vaccines,2. Stocks Received,1100,NA,0,1000,0,0,0,0,0,0,0,0,2100
Jamui,16.1.8,Stock position of Hepatitis B vaccines,3. Unusable Stock,0,NA,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.1.8,Stock position of Hepatitis B vaccines,4. Stock Distributed,500,NA,250,850,700,0,200,200,250,50,200,50,3250
Jamui,16.1.8,Stock position of Hepatitis B vaccines,5. Total Stock,1950,0,3100,3250,2550,2550,2350,2150,1900,1850,1650,1600,24900
Jamui,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),1. Balance From Previous Month,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jamui,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),2. Stocks Received,NA,13390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13390
Jamui,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),3. Unusable Stock,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jamui,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),4. Stock Distributed,NA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996
Jamui,16.2.1,Stock Position of IU 380 A (to be used for Family Planning),5. Total Stock,0,11394,0,0,0,0,0,0,0,0,0,0,11394
Jamui,16.2.2,Stock Position of Condoms (to be used for Family Planning),1. Balance From Previous Month,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jamui,16.2.2,Stock Position of Condoms (to be used for Family Planning),2. Stocks Received,NA,148435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148435
Jamui,16.2.2,Stock Position of Condoms (to be used for Family Planning),3. Unusable Stock,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jamui,16.2.2,Stock Position of Condoms (to be used for Family Planning),4. Stock Distributed,NA,22121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22121
Jamui,16.2.2,Stock Position of Condoms (to be used for Family Planning),5. Total Stock,0,126314,0,0,0,0,0,0,0,0,0,0,126314
Jamui,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),1. Balance From Previous Month,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jamui,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),2. Stocks Received,NA,23245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23245
Jamui,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),3. Unusable Stock,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jamui,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),4. Stock Distributed,NA,3464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3464
Jamui,16.2.3,Stock Position of Oral Contraceptive (to be used for Family Planning),5. Total Stock,0,19781,0,0,0,0,0,0,0,0,0,0,19781
Jamui,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),1. Balance From Previous Month,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jamui,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),2. Stocks Received,NA,14610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14610
Jamui,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),3. Unusable Stock,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jamui,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),4. Stock Distributed,NA,1793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1793
Jamui,16.2.4,Stock Position of Emergency Contraceptive (to be used for Family Planning),5. Total Stock,0,12817,0,0,0,0,0,0,0,0,0,0,12817
Jamui,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),1. Balance From Previous Month,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jamui,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),2. Stocks Received,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jamui,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),3. Unusable Stock,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jamui,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),4. Stock Distributed,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jamui,16.2.5,Stock Position of Tubal Rings (to be used for Family Planning),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.3.01,Stock Position of Oxytocin Injection,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.01,Stock Position of Oxytocin Injection,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.01,Stock Position of Oxytocin Injection,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.01,Stock Position of Oxytocin Injection,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.01,Stock Position of Oxytocin Injection,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.3.02,Stock Position of Gloves,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.02,Stock Position of Gloves,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.02,Stock Position of Gloves,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.02,Stock Position of Gloves,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.02,Stock Position of Gloves,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.3.03,Stock Position of MVA Syringes,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.03,Stock Position of MVA Syringes,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.03,Stock Position of MVA Syringes,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.03,Stock Position of MVA Syringes,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.03,Stock Position of MVA Syringes,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.3.04,Stock Position of Fluconazole Tablets,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.04,Stock Position of Fluconazole Tablets,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.04,Stock Position of Fluconazole Tablets,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.04,Stock Position of Fluconazole Tablets,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.04,Stock Position of Fluconazole Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.3.05,Stock Position of Blood Transfusion Sets,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.05,Stock Position of Blood Transfusion Sets,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.05,Stock Position of Blood Transfusion Sets,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.05,Stock Position of Blood Transfusion Sets,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.05,Stock Position of Blood Transfusion Sets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.06,Stock Position of Gluteraldehyde solution of 2% concentration,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.3.07,Stock Position of IFA Tablets,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.07,Stock Position of IFA Tablets,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.07,Stock Position of IFA Tablets,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.07,Stock Position of IFA Tablets,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.07,Stock Position of IFA Tablets,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.3.08,Stock Position of IFA Syrup (Paediatric),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.08,Stock Position of IFA Syrup (Paediatric),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.08,Stock Position of IFA Syrup (Paediatric),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.08,Stock Position of IFA Syrup (Paediatric),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.08,Stock Position of IFA Syrup (Paediatric),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.10,Stock Position of Vitamin A solution,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.10,Stock Position of Vitamin A solution,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.10,Stock Position of Vitamin A solution,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.10,Stock Position of Vitamin A solution,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.3.11,Stock of ORS (New WHO formulation),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.11,Stock of ORS (New WHO formulation),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.11,Stock of ORS (New WHO formulation),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.11,Stock of ORS (New WHO formulation),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,16.3.11,Stock of ORS (New WHO formulation),5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.4.1,Stock Position of 0.1 ml Syringes(AD),1. Balance From Previous Month,5400,NA,3200,0,4800,0,5100,1100,9900,4200,12000,4400,50100
Jamui,16.4.1,Stock Position of 0.1 ml Syringes(AD),2. Stocks Received,0,NA,0,12000,0,10000,0,12000,0,12000,0,0,46000
Jamui,16.4.1,Stock Position of 0.1 ml Syringes(AD),3. Unusable Stock,0,NA,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.4.1,Stock Position of 0.1 ml Syringes(AD),4. Stock Distributed,3600,NA,3200,7200,4800,4900,4000,3200,5700,4200,7600,4200,52600
Jamui,16.4.1,Stock Position of 0.1 ml Syringes(AD),5. Total Stock,1800,0,0,4800,0,5100,1100,9900,4200,12000,4400,200,43500
Jamui,16.4.2,Stock Position of 0.5 ml Syringes(AD),1. Balance From Previous Month,59400,NA,55800,15000,56000,20000,52600,19000,74600,34400,84400,23000,494200
Jamui,16.4.2,Stock Position of 0.5 ml Syringes(AD),2. Stocks Received,0,NA,0,78000,0,80000,0,80000,0,80000,0,70000,388000
Jamui,16.4.2,Stock Position of 0.5 ml Syringes(AD),3. Unusable Stock,0,NA,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.4.2,Stock Position of 0.5 ml Syringes(AD),4. Stock Distributed,40400,NA,40800,37000,36000,47400,33600,24400,40200,30000,61400,44400,435600
Jamui,16.4.2,Stock Position of 0.5 ml Syringes(AD),5. Total Stock,19000,0,15000,56000,20000,52600,19000,74600,34400,84400,23000,48600,446600
Jamui,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),1. Balance From Previous Month,5600,NA,4900,1200,3400,100,4600,0,5800,900,12000,5200,43700
Jamui,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),2. Stocks Received,0,NA,0,8000,0,10000,0,8000,0,12000,0,6000,44000
Jamui,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),3. Unusable Stock,0,NA,0,0,0,0,0,0,0,0,0,0,0
Jamui,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),4. Stock Distributed,5300,NA,3700,5500,3300,5500,4600,2200,4900,900,6800,5700,48400
Jamui,16.4.3,Stock Position of 5.0 ml Syringes(Disposable),5. Total Stock,300,0,1200,3700,100,4600,0,5800,900,12000,5200,5500,39300
Jamui,17.1,Number of cases of Infant deaths within 24 hrs of birth,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,17.2.1,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Sepsis,1. Up to 1 Weeks of Birth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,17.2.1,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Sepsis,2. Between 1 week & 4 weeks of birth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,17.2.1,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Sepsis,3. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,17.2.2,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Asphyxia,1. Up to 1 Weeks of Birth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,17.2.2,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Asphyxia,2. Between 1 week & 4 weeks of birth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,17.2.2,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Asphyxia,3. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,17.2.3,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being LBW,1. Up to 1 Weeks of Birth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,17.2.3,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being LBW,2. Between 1 week & 4 weeks of birth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Jamui,17.2.3,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being LBW,3. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Jamui,17.2.4,"Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being other than Sepsis, Asphyxia and LBW",1. Up to 1 Weeks of Birth,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
Jamui,17.2.4,"Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being other than Sepsis, Asphyxia and LBW",2. Between 1 week & 4 weeks of birth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,17.2.4,"Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being other than Sepsis, Asphyxia and LBW",3. Total,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
Jamui,17.3.1,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Pneumonia,1. Between 1 month and 11 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,17.3.1,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Pneumonia,2. Between 1 year & 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,17.3.1,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Pneumonia,3. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,17.3.2,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Diarrhoea,1. Between 1 month and 11 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,17.3.2,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Diarrhoea,2. Between 1 year & 5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamui,17.3.2,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Diarrhoea,3. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
