District,S.No.,Parameters,Type,April,May,June,July,August,September,October,November,December,January,February,March,Total
Chandrapur,4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,2922,2626,2241,2002,2532,2564,2717,2537,1958,1792,1660,1798,27349
Chandrapur,5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,6,3,2,4,5,6,6,16,4,4,5,2,63
Chandrapur,5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,30,31,26,18,45,32,37,26,21,18,19,13,316
Chandrapur,5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,370,310,316,286,347,339,374,341,271,238,252,241,3685
Chandrapur,5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chandrapur,5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,406,344,344,308,397,377,417,383,296,260,276,256,4064
Chandrapur,5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,139,121,81,134,181,225,219,170,154,159,171,145,1899
Chandrapur,5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,480,412,405,400,594,543,571,541,489,398,349,332,5514
Chandrapur,5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,79,117,214,152,104,133,47,70,50,123,105,25,1219
Chandrapur,5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,179,156,129,197,153,230,147,255,137,114,131,77,1905
Chandrapur,5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,46,98,63,45,79,81,83,60,38,78,54,45,770
Chandrapur,6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,2004,1826,1438,1572,2046,1869,1981,1996,1538,1445,1332,1382,20429
Chandrapur,6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,1447,1410,1164,1153,1402,1148,1143,1322,1164,1070,899,864,14186
Chandrapur,6.3,PNC maternal complications attended,TOTAL,11,41,57,33,89,18,56,26,14,23,27,7,402
Chandrapur,7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,27,25,29,8,9,28,23,41,48,53,86,48,425
Chandrapur,7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,4,1,10,4,2,12,13,1,61,54,7,1,170
Chandrapur,7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,31,26,39,12,11,40,36,42,109,107,93,49,595
Chandrapur,7.2,Number of MTPs conducted at Private Facilities,TOTAL,216,193,504,322,255,306,479,286,293,355,409,461,4079
Chandrapur,8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,398,930,811,710,754,590,595,588,754,865,678,535,8208
Chandrapur,8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,411,693,631,436,483,411,272,465,569,524,478,413,5786
Chandrapur,8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,809,1623,1442,1146,1237,1001,867,1053,1323,1389,1156,948,13994
Chandrapur,8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,0,0,0,2,0,0,0,0,0,0,0,0,2
Chandrapur,9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,10,0,0,17,25,109,70,146,200,150,101,24,852
Chandrapur,9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,0,4,2,6,5,9,1,36,43,24,28,9,167
Chandrapur,9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,1,3,1,6,5,3,8,4,9,10,14,6,70
Chandrapur,9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chandrapur,9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,11,7,3,29,35,121,79,186,252,184,143,39,1089
Chandrapur,9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,1
Chandrapur,9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,0,2,0,0,0,0,0,0,0,0,0,0,2
Chandrapur,9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chandrapur,9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,0,2,0,0,0,0,0,0,0,0,0,0,2
Chandrapur,9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,0,0,0,2,0,0,0,1,0,1,1,1,6
Chandrapur,9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,35,0,0,140,148,931,671,966,1262,812,435,228,5628
Chandrapur,9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,9,14,22,47,51,138,157,274,342,208,149,148,1559
Chandrapur,9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,39,16,30,69,30,54,55,79,88,121,68,50,699
Chandrapur,9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chandrapur,9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,83,30,52,256,229,1123,883,1319,1692,1141,652,426,7886
Chandrapur,9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,119,127,117,60,9,61,36,42,57,34,16,29,707
Chandrapur,9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,3,63,0,12,24,3,105
Chandrapur,9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,2,1,4,3,4,4,2,10,4,8,6,4,52
Chandrapur,9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,63,72,69,78,113,114,127,122,77,57,70,67,1029
Chandrapur,9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chandrapur,9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,65,73,73,81,117,118,132,195,81,77,100,74,1186
Chandrapur,9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,124,99,108,66,85,68,95,86,67,55,54,47,954
Chandrapur,9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,186,235,294,320,316,377,390,400,459,520,486,389,4372
Chandrapur,9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,263,266,307,232,303,274,285,258,300,267,264,229,3248
Chandrapur,9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,59,73,58,62,104,100,94,110,64,48,48,84,904
Chandrapur,9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,83,213,167,142,171,138,154,150,123,110,152,181,1784
Chandrapur,9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chandrapur,9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,591,787,826,756,894,889,923,918,946,945,950,883,10308
Chandrapur,9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,165,329,245,289,424,397,389,348,276,275,266,332,3735
Chandrapur,9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,128,130,151,133,139,128,139,130,142,123,136,99,1578
Chandrapur,9.06,Number of IUCD removals,TOTAL,149,116,133,133,137,133,150,150,181,199,204,267,1952
Chandrapur,9.07,Number of Oral Pills cycles distributed,TOTAL,2942,4290,4205,3975,3508,3421,4058,3300,3596,4241,4050,3730,45316
Chandrapur,9.08,Number of Condom pieces distributed,TOTAL,18072,16787,17965,18500,25494,21685,17405,17728,20575,21719,23313,20290,239533
Chandrapur,9.09,Number of Centchroman (weekly) pills given,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,139,95,94,10,8,17,16,17,7,16,12,16,447
Chandrapur,9.11.1.a,Number of cases of complications following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,9.11.1.b,Number of cases of complications following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,9.11.2.a,Number of failures following male sterilization,TOTAL,0,0,0,0,0,0,0,0,1,0,0,0,1
Chandrapur,9.11.2.b,Number of failures following female sterilization,TOTAL,0,0,0,0,0,0,0,1,0,0,0,1,2
Chandrapur,9.11.3.a,Number of deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,9.11.3.b,Number of deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,9.12,Number of Institutions having NSV trained doctors,TOTAL,3,3,1,1,6,26,46,5,7,5,4,3,Data for this item can not be cumulated
Chandrapur,10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,2844,2847,2538,2226,2747,2751,3228,3150,2788,2384,2126,1994,31623
Chandrapur,10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,0,0,5,0,0,0,2,0,0,1,2,0,10
Chandrapur,10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,0,2,7,3,0,0,1,0,2,0,0,0,15
Chandrapur,10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,21,6,4,5,0,0,2,0,2,2,0,0,42
Chandrapur,10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,3083,3221,3276,2748,2649,2534,2977,2926,3219,3058,2756,2245,34692
Chandrapur,10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,3108,3025,3326,2822,2856,2515,2597,2688,2891,3067,3125,2681,34701
Chandrapur,10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,3351,3164,3253,2889,2907,2546,2723,2424,2760,2801,3107,3013,34938
Chandrapur,10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,2383,2175,1384,1797,2074,2151,2424,2388,1904,1772,1675,1742,23869
Chandrapur,10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,3013,3096,2647,2898,2757,2537,2984,2937,3238,3077,2772,2254,34210
Chandrapur,10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,3061,2936,2712,2952,3030,2517,2596,2706,2890,3081,3122,2650,34253
Chandrapur,10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,3316,3055,2725,2983,3075,2579,2723,2389,2706,2809,3105,3003,34468
Chandrapur,10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,2297,2139,1848,1621,1903,1997,2272,2121,1681,1659,1531,1533,22602
Chandrapur,10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,0,0,0,0,84,0,2,0,0,1,2,0,89
Chandrapur,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,0,2,0,3,68,0,1,3,2,0,0,0,79
Chandrapur,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,21,6,1,5,65,0,2,0,2,2,0,3,107
Chandrapur,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,2719,2969,3248,3286,3587,3093,3075,2460,2625,2734,2707,2499,35002
Chandrapur,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,3286,3235,3092,2756,2534,2364,1350,1754,2906,2618,3076,3292,32263
Chandrapur,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,0,0,0,0,0,0,0,0,0,0,10,0,10
Chandrapur,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,1547,1584,1702,1691,1769,1496,1502,1249,1419,1386,1508,1434,18287
Chandrapur,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,1381,1422,1411,1517,1556,1401,1391,1150,1251,1218,1336,1314,16348
Chandrapur,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,2928,3006,3113,3208,3325,2897,2893,2399,2670,2604,2844,2748,34635
Chandrapur,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,3341,3394,3148,2695,2612,2395,1303,1814,2864,2698,3157,3299,32720
Chandrapur,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,3341,3394,2525,2872,2785,2444,1360,1754,2917,2625,3121,3326,32464
Chandrapur,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,243,321,236,215,293,236,194,185,264,231,180,252,2850
Chandrapur,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,260,304,195,226,261,244,171,139,252,249,170,240,2711
Chandrapur,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,503,625,431,441,554,480,365,324,516,480,350,492,5561
Chandrapur,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,1890,1638,2367,2317,3429,4503,1361,1626,2765,2386,2950,3459,30691
Chandrapur,10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,761,765,1064,3598,6272,6669,3444,3735,3247,2289,2365,2398,36607
Chandrapur,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,702,734,1072,3366,4969,6647,3862,5012,4230,2587,2143,2061,37385
Chandrapur,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,0,1,0,3,1,0,0,0,0,0,0,0,5
Chandrapur,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,11,9,12,7,7,0,0,0,10,0,7,4,67
Chandrapur,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,1392,1343,1382,1334,1366,1340,1363,1310,1427,1308,1380,1364,16309
Chandrapur,10.4.2,Number of Immunisation sessions held during the month,TOTAL,1391,1342,1387,1332,1364,1327,1358,1307,1421,1302,1382,1355,16268
Chandrapur,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,1262,1190,1225,1207,1228,1202,1217,1166,1277,1155,1245,1200,14574
Chandrapur,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,0,0,0,0,0,0,0,0,0,0,6,0,6
Chandrapur,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,2645,2963,3197,3328,3911,3035,2993,2451,2574,2544,2845,2628,35114
Chandrapur,11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,124,169,179,204,14117,817,216,186,131,171,13397,675,30386
Chandrapur,11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,300,398,647,586,14437,1220,555,587,916,669,13620,1430,35365
Chandrapur,12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,6,1,3,0,1,1,0,2,0,18,6,2,40
Chandrapur,12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,20,129,108,326,234,110,65,50,50,66,58,79,1295
Chandrapur,12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,0,2,0,1,1,3,3,2,0,1,1,5,19
Chandrapur,12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,235,295,174,466,870,631,204,172,277,304,285,273,4186
Chandrapur,13.1,Number of Patients operated for cataract,TOTAL,487,474,621,719,824,1133,1117,2614,2687,1904,2043,1861,16484
Chandrapur,13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,479,292,609,707,824,1122,1108,2614,2687,1904,2043,1570,15959
Chandrapur,13.3,Number of School children detected with Refractive errors,TOTAL,26,0,0,300,278,346,168,114,281,217,221,38,1989
Chandrapur,13.4,Number of children provided free glasses,TOTAL,640,0,0,9,48,20,10,0,41,17,14,1116,1915
Chandrapur,13.5,Number of eyes collected through eye donation,TOTAL,0,8,0,12,4,2,0,4,6,2,6,0,44
Chandrapur,13.6,Number of eyes utilised for corneal transplant,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,10,10,10,10,11,12,10,11,12,12,12,11,Data for this item can not be cumulated
Chandrapur,14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,8,10,5,4,15,18,17,16,18,17,15,16,Data for this item can not be cumulated
Chandrapur,14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,1200,1180,1199,1219,1264,1246,1257,1249,1365,1190,1263,1211,Data for this item can not be cumulated
Chandrapur,14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,13,12,3,2,13,13,12,12,13,11,11,12,Data for this item can not be cumulated
Chandrapur,14.05,Number of RKS meetings held during the month,TOTAL,10,9,18,18,25,22,14,22,22,34,19,18,231
Chandrapur,14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,47,33,18,16,57,55,50,52,51,49,52,50,Data for this item can not be cumulated
Chandrapur,14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,779,679,803,908,912,1133,1240,987,906,924,952,795,11018
Chandrapur,14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,7,4,3,3,7,8,6,5,5,6,7,7,Data for this item can not be cumulated
Chandrapur,14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,4,3,4,4,4,4,4,4,4,3,4,4,Data for this item can not be cumulated
Chandrapur,14.09.a,Health Facility Services/Patient Services/Stock out rate of essential Drugs,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
Chandrapur,14.09.b,Health Facility Services/Patient Services/Blood Units Issued on replacement,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,28,104,144
Chandrapur,14.09.c,Health Facility Services/Patient Services/Total no. of blood units issued in year,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,846,731,815,2392
Chandrapur,14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,1000,1302,1077,1278,2375,1664,1580,1161,870,857,1476,1110,15750
Chandrapur,14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,2040,2496,2636,2804,4064,2911,3041,2253,2112,2097,2033,2503,30990
Chandrapur,14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,1150,1213,1027,1088,2495,1486,1438,1025,798,872,1355,967,14914
Chandrapur,14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,3314,4251,4353,4787,7036,5873,5936,4845,4764,4172,3676,4440,57447
Chandrapur,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,2150,2515,2104,2366,4870,3150,3018,2186,1668,1729,2831,2077,30664
Chandrapur,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,5354,6747,6989,7591,11100,8784,8977,7098,6876,6269,5709,6943,88437
Chandrapur,14.10.2.a,Number of death cases of Inpatient males,TOTAL,5,90,54,86,113,77,85,77,83,70,52,75,867
Chandrapur,14.10.2.b,Number of death cases of Inpatient females,TOTAL,6,42,54,35,45,42,60,66,49,44,39,37,519
Chandrapur,14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,11,132,108,121,158,119,145,143,132,114,91,112,1386
Chandrapur,14.11,In-Patient Head Count at midnight,TOTAL,4729,18633,19105,20995,26489,25444,22720,19189,19168,20674,19247,21090,237483
Chandrapur,14.12.1,OPD attendance (All),TOTAL,166258,178615,191290,264372,311693,298890,241728,200712,213822,233773,224966,224654,2750773
Chandrapur,14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,640,572,717,759,907,996,974,877,983,977,1031,921,10354
Chandrapur,14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,8,10,19,8,7,5,8,8,6,6,31,16,132
Chandrapur,14.13.1.B,"Patient Services/Operation major (General and spinal anaesthesia)/Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,122,98,355
Chandrapur,14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,851,1023,1043,998,1041,1145,864,1196,1380,1364,1307,638,12850
Chandrapur,14.13.3,Health Facility Services/Patient Services/Number of post operative Surgical Site infection,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
Chandrapur,14.14.a,Number of patients given AYUSH treatment,TOTAL,25106,22626,21954,25884,27281,26668,26806,23622,22873,21235,22839,20823,287717
Chandrapur,14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,427,594,774,810,910,854,926,909,984,976,823,840,9827
Chandrapur,14.14.c,Number of Adolescents counselled,TOTAL,785,1191,737,1157,1375,1375,1350,1099,1056,1086,1000,1009,13220
Chandrapur,15.1.a,Health Facility Services/Laboratory Testing/Total Number of lab Tests Done,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140,14872,20167,55179
Chandrapur,15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,14945,14599,18099,16634,19711,23806,16978,16871,18788,19102,18902,19542,217977
Chandrapur,15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,489,406,546,2252,1998,1322,1058,376,381,340,277,351,9796
Chandrapur,15.1.2.a,Number of HIV tests conducted on males,1. Number tested,2187,3101,3576,2500,4018,3558,3410,2742,3085,4004,3965,3185,39331
Chandrapur,15.1.2.a,Number of HIV tests conducted on males,2. Number Positive,15,23,29,17,38,20,26,23,18,16,23,14,262
Chandrapur,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,1062,1619,1645,1124,1783,1562,1479,1319,1538,1778,1441,1659,18009
Chandrapur,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),2. Number Positive,13,13,10,6,11,18,23,17,13,16,19,11,170
Chandrapur,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),1. Number tested,2239,2852,3320,2097,2762,2854,3015,2830,2882,3302,3423,3530,35106
Chandrapur,15.1.2.c,Number of HIV tests conducted on Female with ANC (i.e. pregnant females),2. Number Positive,1,4,5,3,0,3,3,0,0,2,2,1,24
Chandrapur,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),1. Number tested,5488,7572,8541,5721,8563,7974,7904,6891,7505,9084,8829,8374,92446
Chandrapur,15.1.2.d,Total number of HIV tests conducted (sum of items 15.1.2.a to 15.1.2.c),2. Number Positive,29,40,44,26,49,41,52,40,31,34,44,26,456
Chandrapur,15.2,Number of Widal tests conducted,Number tested,253,444,376,287,578,686,695,1239,1284,856,720,882,8300
Chandrapur,15.3.a,Number of VDRL tests conducted on males,Number tested,34,83,42,61,57,78,67,89,96,163,127,168,1065
Chandrapur,15.3.b,Number of VDRL tests conducted on Female-Non ANC (i.e. non pregnant females),Number tested,52,81,85,76,55,53,69,82,42,180,186,179,1140
Chandrapur,15.3.c,Number of VDRL tests conducted on Female with ANC (i.e. pregnant females),Number tested,1549,1715,2021,1512,1389,1162,1359,1544,1637,1966,2204,2951,21009
Chandrapur,15.3.d,Total number of VDRL tests conducted (sum of items 15.3.a to 15.3.c),Number tested,1635,1879,2148,1649,1501,1293,1495,1715,1775,2309,2517,3298,23214
Chandrapur,15.4.1,Number of blood smears examined for Malaria,TOTAL,27453,26230,36009,65215,76473,75390,46304,32832,29117,32296,37315,43802,528436
Chandrapur,15.4.2,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Vivax",TOTAL,20,22,48,687,55,54,29,16,22,14,8,16,991
Chandrapur,15.4.3,"Out of blood smears examined for malaria, number of blood smears tested positive for Plasmodium Falciparum",TOTAL,10,3,5,9,22,30,27,20,16,9,6,4,161
Chandrapur,16.1.1,Stock position of DPT vaccines,1. Balance From Previous Month,9550,10690,5500,170,200,1000,0,0,2400,0,6500,1900,37910
Chandrapur,16.1.1,Stock position of DPT vaccines,2. Stocks Received,7500,0,0,7500,27500,0,5000,6000,1000,17500,2500,13000,87500
Chandrapur,16.1.1,Stock position of DPT vaccines,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandrapur,16.1.1,Stock position of DPT vaccines,4. Stock Distributed,14520,5190,5330,7470,26700,1000,5000,3600,3400,11000,7100,14050,104360
Chandrapur,16.1.1,Stock position of DPT vaccines,5. Total Stock,2530,5500,170,200,1000,0,0,2400,0,6500,1900,850,21050
Chandrapur,16.1.1A,Stock Position of Pentavalent,1. Balance From Previous Month,6000,5400,5980,20320,8190,4150,7750,2700,10260,3560,3900,9480,87690
